,person_id,person_mbti,character,movie,genre_ids,movie_id,movie_popularity,movie_vote_avg,movie_year,char_mbti
479,84,ENFJ,Ulysses Everett McGill,"O Brother, Where Art Thou?","[12, 35, 80]",134,31.136,7.334,2000,ENTP
482,84,ENFJ,Happy Gilmore,Happy Gilmore,[35],9614,49.36,6.633,1996,ISTP
483,85,INFJ,Star ,American Honey,[18],340485,26.958,6.802,2016,ISFP
484,85,INFJ, The Unicorn ,The Last Unicorn,"[14, 16, 10751, 12]",10150,23.133,7.112,1982,INFJ
485,85,INFJ,Ricky Fitts ,American Beauty,[18],14,255.239,8.019,1999,INFP
486,85,INFJ,Charlotte ,Lost in Translation,"[18, 10749]",153,99.17,7.395,2003,INFP
487,86,ISFJ,Rambo,First Blood,"[28, 12, 53, 10752]",1368,129.711,7.49,1982,ISTP
489,86,ISFJ,Jack sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
490,86,ISFJ,Thor,Thor,"[12, 14, 28]",10195,106.439,6.769,2011,ESTP
491,87,INTP,Ash,Evil Dead,[27],109428,172.501,6.54,2013,ISTP
492,87,INTP,Rico,Starship Troopers,"[12, 28, 53, 878]",563,76.763,7.057,1997,ESFP
493,87,INTP,V,V for Vendetta,"[28, 53, 878]",752,54.126,7.9,2006,INTJ
494,87,INTP,Ripley,Alien,"[27, 878]",348,462.271,8.153,1979,INTJ
495,87,INTP,Neo,The Matrix,"[28, 878]",603,470.112,8.216,1999,INTP
496,88,INTP,Natasha Romanoff,Avengers: Endgame,"[12, 878, 28]",299534,270.643,8.3,2019,ISTP
497,88,INTP,Enola Holmes,Enola Holmes,"[12, 9648, 80]",497582,51.918,7.286,2020,ENFP
498,88,INTP,Aragorn,The Lord of the Rings,"[12, 16, 14]",123,32.144,6.555,1978,INFJ
499,88,INTP,Captain Klenzendorf,Jojo Rabbit,"[35, 10752, 18]",515001,60.672,8.025,2019,ENTP
500,89,INTP,Miranda Priestly,The Devil Wears Prada,"[18, 35]",350,78.74,7.395,2006,ENTJ
501,89,INTP,Emmet,The Lego Batman Movie,"[16, 28, 35, 10751]",324849,110.286,7.218,2017,ESFJ
502,89,INTP,Immortan Joe,Mad Max: Fury Road,"[28, 12, 878]",76341,455.831,7.6,2015,ENTJ
503,89,INTP,Thanos,Avengers: Infinity War,"[12, 28, 878]",299536,295.276,8.2,2018,INTJ
504,89,INTP,Hannibal Lecter,The Silence of the Lambs,"[80, 18, 53]",274,18.132,8.347,1991,INTJ
505,89,INTP,Dr Facilier,The Princess and the Frog,"[16, 10749, 14, 10751]",10198,85.426,7.206,2009,ENTP
506,90,ENFJ,Ferris Bueller ,Ferris Bueller's Day Off,[35],9377,38.076,7.6,1986,ENTP
507,90,ENFJ,Inigo Montoya ,The Princess Bride,"[12, 10751, 14, 35, 10749]",2493,42.122,7.68,1987,ISFP
509,90,ENFJ,Daphne ,Some Like It Hot,"[35, 10749, 80]",239,45.252,8.1,1959,ESFJ
510,91,ENFP,Anna,Frozen,"[16, 10751, 12, 14]",109445,133.204,7.247,2013,ENFP
511,91,ENFP,Louisa Lou Clark,Me Before You,"[18, 10749]",296096,114.895,7.926,2016,ENFP
512,91,ENFP,Clementine,Eternal Sunshine of the Spotless Mind,"[878, 18, 10749]",38,77.807,8.097,2004,ENFP
513,91,ENFP,Jo March,Little Women,"[18, 10749]",331482,71.313,7.883,2019,ENFP
514,92,ISFP,Taki,Your Name.,"[16, 10749, 18]",372058,93.913,8.495,2016,ISTP
515,92,ISFP,Alex,"Red, White & Royal Blue","[35, 10749]",930094,75.346,8.016,2023,ENTP
516,92,ISFP,Henry,"Red, White & Royal Blue","[35, 10749]",930094,75.346,8.016,2023,INFJ
517,92,ISFP,Suzume,Suzume,"[16, 18, 12, 14]",916224,67.413,7.996,2022,ISFP
518,93,INFP,Ishaan,Like Stars on Earth,[18],7508,26.216,7.995,2007,INFP
519,93,INFP,Evelyn,Salt,"[28, 9648, 53]",27576,51.145,6.412,2010,ISTP
520,93,INFP,Merida,Brave,"[16, 12, 35, 10751, 28, 14]",62177,117.303,7.018,2012,ESFP
521,93,INFP,Otto,A Man Called Otto,"[35, 18]",937278,96.714,7.761,2022,ISTJ
522,94,INFP,Ursula,Kiki's Delivery Service,"[16, 10751, 14]",16859,60.526,7.828,1989,ESFP
523,94,INFP,loki laufeyson,Thor,"[12, 14, 28]",10195,106.439,6.769,2011,INFJ
524,94,INFP,colette tatou,Ratatouille,"[16, 35, 10751, 14]",2062,123.258,7.82,2007,ESTJ
525,94,INFP,Cruella de Vil,Cruella,"[35, 80]",337404,91.194,8,2021,ENTJ
526,94,INFP,kevin khatchadourian,We Need to Talk About Kevin,"[18, 53]",71859,34.062,7.559,2011,ISTP
527,94,INFP,ben solo,Star Wars: The Last Jedi,"[12, 28, 878]",181808,78.98,6.8,2017,INFP
528,94,INFP,willy wonka,Charlie and the Chocolate Factory,"[12, 35, 10751, 14]",118,113.615,7.05,2005,ENFP
529,94,INFP,Gru,Despicable Me,"[10751, 16, 35]",20352,107.782,7.235,2010,INTJ
531,94,INFP,mulan,Mulan,"[16, 10751, 12]",10674,109.864,7.912,1998,ISFP
532,95,ENTP,Megamind,Megamind,"[16, 28, 35, 10751, 878]",38055,98.506,6.986,2010,ENTP
533,95,ENTP,Shen,Kung Fu Panda 2,"[16, 10751, 35]",49444,77.51,7.019,2011,ENTJ
534,95,ENTP,Miles Morales,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,8.404,2018,ISFP
535,96,ESTJ,Aragorn,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,INFJ
536,96,ESTJ,Lt Dan Taylor,Forrest Gump,"[35, 18, 10749]",13,182.805,8.475,1994,ESTJ
537,96,ESTJ,Superman,Superman,"[878, 28, 12]",1924,412.768,7.135,1978,ISFJ
538,96,ESTJ,Obi-Wan Kenobi,Star Wars: The Rise of Skywalker,"[12, 28, 878]",181812,83.347,6.335,2019,INFJ
539,97,INFJ,Susan Pevensie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[12, 10751, 14]",411,154.546,7.1,2005,ISTJ
540,97,INFJ,Legolas,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,ISFP
541,97,INFJ,Jasmine,Aladdin,"[12, 14, 10749, 10751]",420817,215.614,7.107,2019,ESFP
542,97,INFJ,Peter B. Parker,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,8.404,2018,INTP
543,97,INFJ,Patrick Stewart,The Perks of Being a Wallflower,[18],84892,48.748,7.794,2012,ENFP
545,97,INFJ,Hector Rivera,Coco,"[10751, 16, 10402, 12]",354912,178.501,8.212,2017,ENTP
546,97,INFJ,Richie Tozier,It,[27],346364,229.305,7.24,2017,ENTP
547,97,INFJ,Murphy Murph Cooper,Interstellar,"[12, 18, 878]",157336,418.071,8.434,2014,INFP
548,97,INFJ,Sirius Black,Harry Potter and the Order of the Phoenix,"[12, 14]",675,122.416,7.681,2007,ESTP
549,98,INFJ,Yoda,The Empire Strikes Back,"[12, 28, 878]",1891,50.136,8.389,1980,INTP
550,98,INFJ,Theoden,The Lord of the Rings: The Two Towers,"[12, 14, 28]",121,97.108,8.395,2002,ESTJ
551,98,INFJ,Rick Blaine,Casablanca,"[18, 10749]",289,220.003,8.2,1943,ISTP
553,99,INFJ,Hermione,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ESTJ
554,99,INFJ,Anastasia,Anastasia,"[16, 10751, 14, 12]",9444,60.842,7.6,1997,ENFP
555,99,INFJ,Darcy,Pride & Prejudice,"[18, 10749]",4348,86.222,8.08,2005,INFP
556,99,INFJ,Will traynor,Me Before You,"[18, 10749]",296096,114.895,7.926,2016,ENTJ
557,100,INFP,Chloe Beale,Pitch Perfect,"[35, 10402, 10749]",114150,50.631,7.291,2012,ENFJ
558,100,INFP,Violet Evergarden,Violet Evergarden: The Movie,"[16, 14, 10749, 18]",533514,33.168,8.254,2020,ISTJ
559,100,INFP,Alita,Alita: Battle Angel,"[28, 878, 12]",399579,151.901,7.231,2019,ENFJ
560,100,INFP,Megan Walsh,Barely Lethal,"[12, 35, 28, 10749]",248574,26.889,5.735,2015,ESFJ
561,100,INFP,The Female,Under the Skin,"[53, 878, 18]",97370,37.212,6.121,2014,INTP
563,101,ISTP,Rick Deckard,Blade Runner,"[878, 18, 53]",78,119.67,7.936,1982,ISTP
564,101,ISTP,John McClane,Die Hard,"[28, 53]",562,88.379,7.787,1988,ISTP
565,101,ISTP,Postal Dude,Postal,"[35, 28, 80, 12, 53]",2728,20.01,4.602,2007,ISFJ
566,101,ISTP,Eric Draven,The Crow,"[14, 28, 53]",9495,65.955,7.526,1994,ISFP
567,102,ISTP,Jason Bourne,Jason Bourne,"[28, 53]",324668,70.936,6.347,2016,ISTP
568,102,ISTP,Captain Jack Sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
569,102,ISTP,Credence Barebone,Fantastic Beasts and Where to Find Them,"[14, 12]",259316,70.182,7.326,2016,INFP
570,102,ISTP,Harry Callahan,Dirty Harry,"[28, 80, 53]",984,70.277,7.462,1971,ISTP
571,103,INFJ,Nina Sayers,Black Swan,"[18, 53, 27]",44214,59.558,7.7,2010,INFJ
572,103,INFJ,Buffy Summers,Buffy the Vampire Slayer,"[28, 35, 27]",10206,29.711,5.6,1992,ESFP
573,103,INFJ,Wyborne Wybie Lovat,Coraline,"[16, 10751, 14]",14836,141.312,7.9,2009,ENTP
574,103,INFJ,Jack Skellington,The Nightmare Before Christmas,"[14, 16, 10751]",9479,60.943,7.837,1993,ENTP
575,103,INFJ,Forrest Gump,Forrest Gump,"[35, 18, 10749]",13,182.805,8.475,1994,ISFJ
576,104,ENTJ,Bucky Barnes,Captain America: The Winter Soldier,"[28, 12, 878]",100402,43.665,7.665,2014,ISTP
577,104,ENTJ,Nick Wilde,Zootopia,"[16, 12, 10751, 35]",269149,147.091,7.747,2016,ENTP
578,104,ENTJ,Edmund Pevensie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[12, 10751, 14]",411,154.546,7.1,2005,ISFP
579,104,ENTJ,Sirius Black,Harry Potter and the Prisoner of Azkaban,"[12, 14]",673,143.439,8.017,2004,ESTP
580,104,ENTJ,Jack Sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
581,104,ENTJ,Willy Wonka,Wonka,"[35, 10751, 14]",787699,346.143,7.166,2023,ENTP
582,104,ENTJ,Flynn Rider,Tangled,"[16, 10751]",38757,142.839,7.607,2010,ESTP
583,105,INFP,Vito Corleone,The Godfather,"[18, 80]",238,156.175,8.695,1972,INFJ
584,105,INFP,Ashitaka,Princess Mononoke,"[12, 14, 16]",128,68.895,8.3,1997,INFJ
585,105,INFP,Paul Atreides,Dune,"[878, 12]",438631,523.415,7.78,2021,INFJ
586,105,INFP,Dale Cooper,Twin Peaks: Fire Walk with Me,"[18, 9648, 27]",1923,30.72,7.3,1992,INFJ
587,106,ENTJ,Emperor Palpatine,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,INTJ
588,106,ENTJ,Emma Woodhouse,Emma.,"[35, 10749]",556678,39.393,7,2020,ENFJ
589,106,ENTJ,Kiki,Kiki's Delivery Service,"[16, 10751, 14]",16859,60.526,7.828,1989,ENFP
590,106,ENTJ,Sharpay Evans,High School Musical,"[35, 18, 10751, 10402, 10749, 10770]",10947,30.198,6.568,2006,ENTJ
591,106,ENTJ,Mary Poppins,Mary Poppins,"[35, 10751, 14]",433,57.61,7.6,1964,ESTJ
592,106,ENTJ,Tom Hagen,The Godfather,"[18, 80]",238,156.175,8.695,1972,ISTJ
593,106,ENTJ,Leia Organa,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,ENTJ
594,106,ENTJ,Captain Amelia,Treasure Planet,"[12, 16, 10751, 14, 878]",9016,85.917,7.539,2002,ENTJ
595,106,ENTJ,Eliza Doolittle,My Fair Lady,"[10402, 35, 10749, 18]",11113,41.623,7.5,1964,ENFP
596,106,ENTJ,Amy March,Little Women,"[18, 10749]",331482,71.313,7.883,2019,ESFP
597,107,INFP,Rango,Rango,"[16, 35, 10751, 37, 12]",44896,86.563,6.8,2011,ENTP
598,107,INFP,Scar,The Lion King,"[12, 18, 10751, 16]",420818,249.113,7.115,2019,INTJ
599,107,INFP,Spike Spiegel,Cowboy Bebop: The Movie,"[28, 16, 878]",11299,26.663,7.698,2001,ISTP
600,107,INFP,Sirius Black,Harry Potter and the Prisoner of Azkaban,"[12, 14]",673,143.439,8.017,2004,ESTP
601,107,INFP,John Wick,John Wick,"[28, 53]",245891,109.311,7.43,2014,ISTP
602,107,INFP,Darth Vader,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,ISTJ
603,107,INFP,Indiana Jones,Indiana Jones and the Dial of Destiny,"[12, 28]",335977,113.397,6.595,2023,ISTP
604,107,INFP,Rocky,Rocky,[18],1366,409.115,7.788,1976,ISFP
605,107,INFP,Harry Potter,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ISFP
606,107,INFP,Batman,The Batman,"[80, 9648, 53]",414906,529.114,7.676,2022,INTJ
607,108,ESTP,Hans,Frozen II,"[10751, 16, 12, 35, 14]",330457,121.233,7.262,2019,ENFJ
608,108,ESTP,Jillian Holtzmann,Ghostbusters,"[28, 14, 35]",43074,441.741,5.358,2016,ENTP
609,108,ESTP,Ken,Barbie,"[35, 12]",346698,539.162,7.056,2023,ESFP
610,108,ESTP,Draco Malfoy,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ESTJ
611,109,ESTJ,Tony Stark,The Avengers,"[878, 28, 12]",24428,176.108,7.714,2012,ENTP
612,109,ESTJ,Dr. Frank-N-Furter,The Rocky Horror Picture Show,"[35, 878, 14, 27]",36685,24.149,7.457,1975,ESFP
613,109,ESTJ,Batman,The Dark Knight,"[18, 28, 80, 53]",155,106.025,8.515,2008,INTJ
614,109,ESTJ,Loki,The Avengers,"[878, 28, 12]",24428,176.108,7.714,2012,INFJ
615,109,ESTJ,Riff Raff,The Rocky Horror Picture Show,"[35, 878, 14, 27]",36685,24.149,7.457,1975,ISTJ
616,109,ESTJ,Joker,The Dark Knight,"[18, 28, 80, 53]",155,106.025,8.515,2008,ENTP
617,109,ESTJ,Hades,Hercules,"[16, 10751, 14, 12, 35, 10749]",11970,109.504,7.504,1997,ENTP
618,109,ESTJ,Scar,The Lion King,"[12, 18, 10751, 16]",420818,249.113,7.115,2019,INTJ
619,109,ESTJ,Hannibal Lecter,The Silence of the Lambs,"[80, 18, 53]",274,18.132,8.347,1991,INTJ
620,109,ESTJ,Magenta,The Rocky Horror Picture Show,"[35, 878, 14, 27]",36685,24.149,7.457,1975,ISFP
621,110,ENTJ,J Robert Oppenheimer,Oppenheimer,"[18, 36]",872585,629.301,8.097,2023,INTJ
622,110,ENTJ,Mitsuha,Your Name.,"[16, 10749, 18]",372058,93.913,8.495,2016,INFP
623,110,ENTJ,Taki,Your Name.,"[16, 10749, 18]",372058,93.913,8.495,2016,ISTP
624,110,ENTJ,Tony Stark,Iron Man 3,"[28, 12, 878]",68721,270.746,6.928,2013,ENTP
625,110,ENTJ,Noah Calhoun,The Notebook,"[10749, 18]",11036,78.799,7.888,2004,ISFP
626,111,ENTP,Batman,The Batman,"[80, 9648, 53]",414906,529.114,7.676,2022,INTJ
627,111,ENTP,Captain America,Captain America: Civil War,"[12, 28, 878]",271110,136.479,7.4,2016,ISFJ
628,111,ENTP,Olive Penderghast,Easy A,[35],37735,58.729,6.809,2010,ENTP
629,111,ENTP,Percy Jackson,Percy Jackson & the Olympians: The Lightning Thief,"[12, 14, 10751]",32657,67.419,6.216,2010,ISFP
630,111,ENTP,Kabir Bunny Thapar,Yeh Jawaani Hai Deewani,"[10749, 35]",185008,15.294,7.2,2013,ENTP
632,112,ENFJ,Dorothy,The Wizard of Oz,"[12, 14, 10751]",630,87.029,7.585,1939,ENFP
633,112,ENFJ,Minerva McGonagall,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ISTJ
634,112,ENFJ,Westley,The Princess Bride,"[12, 10751, 14, 35, 10749]",2493,42.122,7.68,1987,INFJ
635,112,ENFJ,Mikey,The Goonies,"[12, 35, 10751]",9340,89.698,7.516,1985,INFP
636,112,ENFJ,Caractacus Potts,Chitty Chitty Bang Bang,"[10751, 10402, 12, 14, 35]",11708,24.361,6.8,1968,INTP
637,112,ENFJ,Indiana Jones,Raiders of the Lost Ark,"[12, 28]",85,101.376,7.9,1981,ISTP
638,112,ENFJ,Leia Organa,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,ENTJ
639,112,ENFJ,Maria Von Trapp,The Sound of Music,"[18, 10751, 10402, 10749]",15121,91.539,7.7,1965,ENFP
640,112,ENFJ,Samwise Gamgee,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,ISFJ
641,112,ENFJ,Inigo Montoya,The Princess Bride,"[12, 10751, 14, 35, 10749]",2493,42.122,7.68,1987,ISFP
642,113,ENFJ,Mulan,Mulan,"[16, 10751, 12]",10674,109.864,7.912,1998,ISFP
643,113,ENFJ,Chris Gardner,The Pursuit of Happyness,[18],1402,56.118,7.902,2006,ENFP
644,113,ENFJ,Andrea,The Devil Wears Prada,"[18, 35]",350,78.74,7.395,2006,ENFP
646,114,ESFP,Asuka Langley,Neon Genesis Evangelion: The End of Evangelion,"[16, 878, 28, 18]",18491,72.6,8.311,1997,ENTJ
647,114,ESFP,Clementine,Eternal Sunshine of the Spotless Mind,"[878, 18, 10749]",38,77.807,8.097,2004,ENFP
648,114,ESFP,Kim Ki-jeong,Parasite,"[27, 878]",48311,15.77,4.711,1982,ISTP
649,114,ESFP,Wallace Wells,Scott Pilgrim vs. the World,"[28, 35, 10749]",22538,37.641,7.487,2010,ENTP
651,114,ESFP,Remy,Ratatouille,"[16, 35, 10751, 14]",2062,123.258,7.82,2007,ISFP
652,115,ENFJ,Holly Golightly,Breakfast at Tiffany's,"[35, 10749, 18]",164,43.084,7.668,1961,ENFP
653,115,ENFJ,Jenna,13 Going on 30,"[35, 14, 10749]",10096,43.591,6.7,2004,ESFP
654,115,ENFJ,Patrick,10 Things I Hate About You,"[35, 10749, 18]",4951,51.613,7.588,1999,ISTP
655,115,ENFJ,Evie Zamora,Thirteen,[18],11023,40.692,6.611,2003,ESTP
656,115,ENFJ,Jack Sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
657,115,ENFJ,Lena,The Sisterhood of the Traveling Pants,"[18, 35, 10749]",9779,22.243,6.482,2005,ISFJ
658,115,ENFJ,Allie,The Notebook,"[10749, 18]",11036,78.799,7.888,2004,ESFJ
659,116,ENTJ,Mary Darling,Peter Pan,"[12, 14, 10751]",10601,34.275,7.176,2003,ESFJ
660,116,ENTJ,Tsutey,Avatar,"[28, 12, 14, 878]",19995,204.038,7.581,2009,ISTJ
661,116,ENTJ,Hobie Brown,Spider-Man: Across the Spider-Verse,"[16, 28, 12, 878]",569094,192.243,8.362,2023,ESTP
662,116,ENTJ,Jane Eyre,Jane Eyre,"[18, 10749]",38684,31.346,7.211,2011,INFP
663,116,ENTJ,Oliver Wood,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ENTJ
664,116,ENTJ,Anthony Thin Man,Charlie's Angels,"[28, 12, 35, 80, 53]",4327,44.703,5.827,2000,INTJ
665,116,ENTJ,Letty Ortiz,The Fast and the Furious,"[28, 80, 53]",9799,6.794,6.977,2001,ESTP
666,116,ENTJ,Galadriel,The Lord of the Rings,"[12, 16, 14]",123,32.144,6.555,1978,INFJ
667,116,ENTJ,Cottonmouth,Kill Bill: Vol. 1,"[28, 80]",24,68.763,8,2003,ENTJ
668,116,ENTJ,Abe Sapien,Hellboy,"[14, 27, 28, 12]",456740,148.094,5.556,2019,INTP
669,117,ISFJ,John Wick,John Wick,"[28, 53]",245891,109.311,7.43,2014,ISTP
670,117,ISFJ,Rick O'Connell,The Mummy,"[14, 53, 28, 12, 27]",282035,290.115,5.509,2017,ESTP
671,117,ISFJ,Iron Man,Avengers: Infinity War,"[12, 28, 878]",299536,295.276,8.2,2018,ENTP
672,117,ISFJ,Bryan Mills,Taken,"[28, 53]",8681,104.382,7.392,2008,ISTJ
673,117,ISFJ,Robert McCall,The Equalizer,"[53, 28, 80]",156022,154.455,7.272,2014,ISTJ
674,118,INTJ,Cameron Frye,Ferris Bueller's Day Off,[35],9377,38.076,7.6,1986,INTP
675,118,INTJ,Rick O'Connell,The Mummy,"[14, 53, 28, 12, 27]",282035,290.115,5.509,2017,ESTP
676,118,INTJ,Jack Sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
677,118,INTJ,Fester Addams,The Addams Family,"[10751, 16, 35, 14]",481084,50.635,6.623,2019,ENTP
678,118,INTJ,Zuse,TRON: Legacy,"[12, 28, 878]",20526,79.01,6.47,2010,ENTP
679,118,INTJ,Jareth,Labyrinth,"[12, 10751, 14]",13597,199.262,7.277,1986,ENTP
680,119,ISFP,Dolores,Encanto,"[16, 35, 10751, 14]",568124,139.31,7.606,2021,ISFP
681,119,ISFP,Gandalf,The Lord of the Rings: The Fellowship of the Ring,"[12, 14, 28]",120,138.777,8.412,2001,INTJ
682,119,ISFP,Tintin,The Adventures of Tintin,"[12, 16, 9648]",17578,37.039,6.896,2011,ENTP
683,119,ISFP,Captain America,Captain America: The First Avenger,"[28, 12, 878]",1771,53.171,7,2011,ISFJ
684,119,ISFP,Ip Man,Ip Man,"[18, 28, 36]",14756,18.426,7.75,2008,ISTJ
686,120,ISTP,Peter Quill,Guardians of the Galaxy,"[28, 878, 12]",118340,61.117,7.908,2014,ESFP
687,120,ISTP,Tony Stark,Avengers: Infinity War,"[12, 28, 878]",299536,295.276,8.2,2018,ENTP
688,120,ISTP,Colt Seavers,The Fall Guy,"[28, 35]",746036,1646.128,7.3,2024,ISTP
689,120,ISTP,Katniss Everdeen,The Hunger Games,"[878, 12, 14]",70160,34.172,7.2,2012,ISTP
690,121,ESFJ,Jack Sparrow,Pirates of the Caribbean: The Curse of the Black Pearl,"[12, 14, 28]",22,135.681,7.8,2003,ENTP
691,121,ESFJ,Neville Longbottom,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,ISFJ
692,121,ESFJ,Joker,The Dark Knight,"[18, 28, 80, 53]",155,106.025,8.515,2008,ENTP
693,121,ESFJ,Tony Stark,Iron Man,"[28, 878, 12]",1726,172.395,7.644,2008,ENTP
694,122,ESTJ,Yoda ,Star Wars,"[12, 28, 878]",11,457.872,8.203,1977,INTP
695,122,ESTJ,Severus Snape ,Harry Potter and the Philosopher's Stone,"[12, 14]",671,169.942,7.913,2001,INTJ
696,122,ESTJ,Kiri ,Avatar: The Way of Water,"[878, 12, 28]",76600,272.856,7.624,2022,INFP
697,122,ESTJ,Terminator T-800 Uncle Bob,Terminator 3: Rise of the Machines,"[28, 53, 878]",296,56.048,6.159,2003,ISTJ
698,123,ENFP,Miles Morales,Spider-Man: Into the Spider-Verse,"[16, 28, 12, 878]",324857,101.048,8.404,2018,ISFP
699,123,ENFP,Uta,One Piece Film Red,"[16, 12, 28, 14, 10402]",900667,71.645,7.269,2022,ENFP
700,123,ENFP,Agent Smith,The Matrix,"[28, 878]",603,470.112,8.216,1999,INTJ
701,123,ENFP,Daniel Plainview,There Will Be Blood,[18],7345,38.917,8.083,2007,ENTJ
702,123,ENFP,The Baby,Eraserhead,"[14, 27]",985,70.49,7.385,1978,INFP
703,123,ENFP,Patrick Bateman,American Psycho,"[53, 18, 80]",1359,74.952,7.402,2000,ENTJ
704,123,ENFP,Raoul Duke,Fear and Loathing in Las Vegas,"[12, 18, 35]",1878,32.339,7.208,1998,ENTP
